#wxSand: Owen Piette's Falling Sand Game									
#Version 4.4, File subversion 2									
#element element r g b gravity slip density conductivity visible									
#self probabilityOfChanging element [probabilityOfChangingIntoThisElement element] [...]									
#hotself tempAtWhichThisElementSelfProbabilityStartsToIncreaseTo100 element									
#hotcolor element r g b									
#neighbor probabilityOfReacting element1 element2 [probabilityOfChangingIntoTheseElements element1 element2] [...]									
#hotneighbor tempAtWhichThisElementSelfProbabilityStartsToIncreaseTo100 element1 element2									
#explosion neighbor1 neighbor2 xspeed&lt;255 yspeed&lt;255									
#pexplosion neighbor1 neighbor2 diameter element									
									
group	Offense	fighter	Bomber	laser	Bomb	Ionbomb	Ionbomber		
pexplosion	S22	Lfallout	16	Empty					
pexplosion	S21	Lfallout	16	Empty					
pexplosion	S20	Lfallout	16	Empty					
pexplosion	S19	Lfallout	16	Empty					
pexplosion	S18	Lfallout	16	Empty					
pexplosion	S17	Lfallout	16	Empty					
pexplosion	S16	Lfallout	16	Empty					
pexplosion	S15	Lfallout	16	Empty					
pexplosion	S14	Lfallout	16	Empty					
pexplosion	S13	Lfallout	16	Empty					
pexplosion	S12	Lfallout	16	Empty					
pexplosion	S11	Lfallout	16	Empty					
pexplosion	S10	Lfallout	16	Empty					
pexplosion	S9	Lfallout	16	Empty					
pexplosion	S8	Lfallout	16	Empty					
pexplosion	S7	Lfallout	16	Empty					
pexplosion	S6	Lfallout	16	Empty					
pexplosion	S5	Lfallout	16	Empty					
pexplosion	S4	Lfallout	16	Empty					
pexplosion	S3	Lfallout	16	Empty					
pexplosion	S2	Lfallout	16	Empty					
pexplosion	S1	Lfallout	16	Empty					
pexplosion	ShieldG	Lfallout	16	Empty					
#Kills shields. Does weird things to shieldG, which is why I made a Hull element.									
element	Ionbomb	50	150	255	1	0	0	0	1
pexplosion	S30	Ionbomb	4	Dshield					
pexplosion	S29	Ionbomb	4	Dshield					
pexplosion	S28	Ionbomb	4	Dshield					
pexplosion	S27	Ionbomb	4	Dshield					
pexplosion	S26	Ionbomb	4	Dshield					
pexplosion	S25	Ionbomb	4	Dshield					
pexplosion	S24	Ionbomb	4	Dshield					
pexplosion	S23	Ionbomb	4	Dshield					
pexplosion	S22	Ionbomb	4	Dshield					
pexplosion	S21	Ionbomb	4	Dshield					
pexplosion	S20	Ionbomb	4	Dshield					
pexplosion	S19	Ionbomb	4	Dshield					
pexplosion	S18	Ionbomb	4	Dshield					
pexplosion	S17	Ionbomb	4	Dshield					
pexplosion	S16	Ionbomb	4	Dshield					
pexplosion	S15	Ionbomb	4	Dshield					
pexplosion	S14	Ionbomb	4	Dshield					
pexplosion	S13	Ionbomb	4	Dshield					
pexplosion	S12	Ionbomb	4	Dshield					
pexplosion	S11	Ionbomb	4	Dshield					
pexplosion	S10	Ionbomb	4	Dshield					
pexplosion	S9	Ionbomb	4	Dshield					
pexplosion	S8	Ionbomb	4	Dshield					
pexplosion	S7	Ionbomb	4	Dshield					
pexplosion	S6	Ionbomb	4	Dshield					
pexplosion	S5	Ionbomb	4	Dshield					
pexplosion	S4	Ionbomb	4	Dshield					
pexplosion	S3	Ionbomb	4	Dshield					
pexplosion	S2	Ionbomb	4	Dshield					
pexplosion	S1	Ionbomb	4	Dshield					
element	Dshield	10	50	50	0	0	0	1	0
neighbor	1	Dshield	S30	1	Dshield	Dshield			
neighbor	1	Dshield	S29	1	Dshield	Dshield			
neighbor	1	Dshield	S28	1	Dshield	Dshield			
neighbor	1	Dshield	S27	1	Dshield	Dshield			
neighbor	1	Dshield	S26	1	Dshield	Dshield			
neighbor	1	Dshield	S25	1	Dshield	Dshield			
neighbor	1	Dshield	S24	1	Dshield	Dshield			
neighbor	1	Dshield	S23	1	Dshield	Dshield			
neighbor	1	Dshield	S22	1	Dshield	Dshield			
neighbor	1	Dshield	S21	1	Dshield	Dshield			
neighbor	1	Dshield	S20	1	Dshield	Dshield			
neighbor	1	Dshield	S19	1	Dshield	Dshield			
neighbor	1	Dshield	S18	1	Dshield	Dshield			
neighbor	1	Dshield	S17	1	Dshield	Dshield			
neighbor	1	Dshield	S16	1	Dshield	Dshield			
neighbor	1	Dshield	S15	1	Dshield	Dshield			
neighbor	1	Dshield	S14	1	Dshield	Dshield			
neighbor	1	Dshield	S13	1	Dshield	Dshield			
neighbor	1	Dshield	S12	1	Dshield	Dshield			
neighbor	1	Dshield	S11	1	Dshield	Dshield			
neighbor	1	Dshield	S10	1	Dshield	Dshield			
neighbor	1	Dshield	S9	1	Dshield	Dshield			
neighbor	1	Dshield	S8	1	Dshield	Dshield			
neighbor	1	Dshield	S7	1	Dshield	Dshield			
neighbor	1	Dshield	S6	1	Dshield	Dshield			
neighbor	1	Dshield	S5	1	Dshield	Dshield			
neighbor	1	Dshield	S4	1	Dshield	Dshield			
neighbor	1	Dshield	S3	1	Dshield	Dshield			
neighbor	1	Dshield	S2	1	Dshield	Dshield			
neighbor	1	Dshield	S1	1	Dshield	Dshield			
self	0.1	Dshield	1	Empty					
#Drops ion bombs.  Very overpowerful.									
element	Ionbomber	100	100	150	0	0	0	0	1
neighbor	0.1	Ionbomber	Empty	0.99	Empty	Ionbomber	0.01	Ionbomb	Ionbomber
neighbor	1	Ionbomb	ShieldG	1	Bomb	ShieldG			
#Passes through shields to hit the hull itself.  Not as deadly as lasers, though.									
element	Bomb	200	200	200	1	0	0	0	1
pexplosion	Bomb	ShieldG	32	Dshield					
pexplosion	S30	Lfallout	8	Empty					
pexplosion	S29	Lfallout	8	Empty					
pexplosion	S28	Lfallout	8	Empty					
pexplosion	S27	Lfallout	8	Empty					
pexplosion	S26	Lfallout	8	Empty					
pexplosion	S25	Lfallout	8	Empty					
pexplosion	S24	Lfallout	8	Empty					
pexplosion	S23	Lfallout	8	Empty					
pexplosion	S22	Lfallout	8	Empty					
pexplosion	S21	Lfallout	8	Empty					
pexplosion	S20	Lfallout	8	Empty					
pexplosion	S19	Lfallout	8	Empty					
pexplosion	S18	Lfallout	8	Empty					
pexplosion	S17	Lfallout	8	Empty					
pexplosion	S16	Lfallout	8	Empty					
pexplosion	S15	Lfallout	8	Empty					
pexplosion	S14	Lfallout	8	Empty					
pexplosion	S13	Lfallout	8	Empty					
pexplosion	S12	Lfallout	8	Empty					
pexplosion	S11	Lfallout	8	Empty					
pexplosion	S10	Lfallout	8	Empty					
pexplosion	S9	Lfallout	8	Empty					
pexplosion	S8	Lfallout	8	Empty					
pexplosion	S7	Lfallout	8	Empty					
pexplosion	S6	Lfallout	8	Empty					
pexplosion	S5	Lfallout	8	Empty					
pexplosion	S4	Lfallout	8	Empty					
pexplosion	S3	Lfallout	8	Empty					
pexplosion	S2	Lfallout	8	Empty					
pexplosion	S1	Lfallout	8	Empty					
pexplosion	ShieldG	Lfallout	8	Dshield					
#Protects the ship.  Prevents ion bombs from pwning the shields.  Overall, pretty weak, seeing as it doesn't regenerate.  However, FREE SHIELD GROWTH!									
element	Hull	100	100	130	0	0	500	1	1
neighbor	0.5	Hull	S2	1	Hull	S1			
neighbor	0.5	Hull	S3	1	Hull	S1			
neighbor	0.5	Hull	S4	1	Hull	S1			
neighbor	0.5	Hull	S5	1	Hull	S1			
neighbor	0.5	Hull	S6	1	Hull	S1			
neighbor	0.5	Hull	S7	1	Hull	S1			
neighbor	0.5	Hull	S8	1	Hull	S1			
neighbor	0.5	Hull	S9	1	Hull	S1			
neighbor	0.5	Hull	S10	1	Hull	S1			
neighbor	0.5	Hull	S11	1	Hull	S1			
neighbor	0.5	Hull	S12	1	Hull	S1			
neighbor	0.5	Hull	S13	1	Hull	S1			
neighbor	0.5	Hull	S14	1	Hull	S1			
neighbor	0.5	Hull	S15	1	Hull	S1			
neighbor	0.5	Hull	S16	1	Hull	S1			
neighbor	0.5	Hull	S17	1	Hull	S1			
neighbor	0.5	Hull	S18	1	Hull	S1			
neighbor	0.5	Hull	S19	1	Hull	S1			
neighbor	0.5	Hull	S20	1	Hull	S1			
neighbor	0.5	Hull	S21	1	Hull	S1			
neighbor	0.5	Hull	S22	1	Hull	S1			
neighbor	0.5	Hull	S23	1	Hull	S1			
neighbor	0.5	Hull	S24	1	Hull	S1			
neighbor	0.5	Hull	S25	1	Hull	S1			
neighbor	0.5	Hull	S26	1	Hull	S1			
neighbor	0.5	Hull	S27	1	Hull	S1			
neighbor	0.5	Hull	S28	1	Hull	S1			
neighbor	0.5	Hull	S29	1	Hull	S1			
neighbor	0.5	Hull	S30	1	Hull	S1			
pexplosion	Hull	laser	4	Lfallout					
neighbor	1	Hull	Bomb	1	Empty	Empty			
neighbor	1	Hull	Ionbomb		1	Hull	Dshield		
neighbor	1	laser	laser	1	laser	Empty			
#Drops bombs.									
element	Bomber	40	40	40	0	0	0	0	1
neighbor	0.1	Bomber	Empty	0.99	Empty	Bomber	0.01	Bomb	Bomber
neighbor	1	Bomb	S30	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S29	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S28	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S27	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S26	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S25	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S24	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S23	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S22	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S21	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S20	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S19	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S18	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S17	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S16	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S15	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S14	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S13	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S12	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S11	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S10	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S9	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S8	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S7	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S6	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S5	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S4	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S3	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S2	0.99	Bomb	Empty	0.01	Empty	Empty
neighbor	1	Bomb	S1	0.99	Bomb	Empty	0.01	Empty	Empty
#Launches flares (Credit for the idea goes to SpaceMonkeys) that, upon impact with lasers and bombs, annihalates them in a flash of LFallout.									
element	flaregun	100	100	150	0	0	10	0	1
#Explodes on contact with bombs and lasers, annihalating them in a flash of LFallout.									
element	flare	150	150	200	-0.0001	1	0	0	1
neighbor	0.1	flaregun	Empty	1	flaregun	flare
pexplosion	flare	laser	10	Lfallout
pexplosion	flare	Bomb	10	Lfallout
self	0.003	flare	1	eflare
element	eflare	150	150	200	-1	0	0	0	0
pexplosion	eflare	laser	10	Lfallout
pexplosion	eflare	Bomb	10	Lfallout
self	0.0005	eflare	1	eflare2
element	eflare2	150	150	200	0	0	0	0	0
pexplosion	eflare2	Empty	8	Lfallout


